Level;Name;ShortCode;Description;Uri;BroaderConcept
1;handling and moving;S6;"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.
Excludes:
- Specific skills involving interaction with people";http://data.europa.eu/esco/skill/03e0b95b-67d1-457a-b3f7-06c407cf6bec;
2;handling and disposing of waste and hazardous materials;S6.13;"Collecting, storing and disposing of unwanted materials or hazardous, according to established waste management procedures.
nan";http://data.europa.eu/esco/skill/15dfca7a-5dde-4199-bad3-c00600387258;handling and moving
3;disposing of non-hazardous waste or debris;S6.13.2;"Collecting and disposing of unwanted non-hazardous materials according to established waste management procedures.
Examples:
- Handle fish harvesting waste 
- Collect domestic waste";http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f;handling and disposing of waste and hazardous materials
3;handling and disposing of hazardous materials;S6.13.1;"Handling, collecting, storing and disposing of materials that pose substantial threats to public or personal health or the environment.
Hazardous waste is defined in accordance with the latest EU guidance on the classification of waste: https://europa.eu/!kr89QF

Examples:
- Dispose of medical waste 
- Handle chemical cleaning agents";http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e;handling and disposing of waste and hazardous materials
3;handling and disposing of waste and hazardous materials;S6.13.0;"Collecting, storing and disposing of unwanted materials or hazardous, according to established waste management procedures.
nan";http://data.europa.eu/esco/skill/f8c676de-c871-424f-9a65-77059d07910a;handling and disposing of waste and hazardous materials
2;moving and lifting;S6.2;"Performing physical activities to move, load, unload or store objects, position workpieces or equipment for assembly, or to climb structures, by hand or with the aid of equipment.
Excludes:
- Specific skills involving lifting and moving people and animals
- Operation of machinery other than hand-held equipment";http://data.europa.eu/esco/skill/1cc5ff0b-afaa-4993-9de7-ab0d77b6cca2;handling and moving
3;positioning materials, tools or equipment;S6.2.4;"Placing workpieces, materials, tools or equipment in the correct position for assembly or further work.
nan";http://data.europa.eu/esco/skill/30b280e7-2468-440b-a78f-f1e7f515d60a;moving and lifting
3;moving and lifting;S6.2.0;"Performing physical activities to move, load, unload or store objects or to climb structures, by hand or with the aid of equipment.
Excludes:
- Specific skills involving lifting and moving people and animals
- Operation of machinery other than hand-held equipment";http://data.europa.eu/esco/skill/577ce84f-0d21-4f25-8307-99c53f6f8437;moving and lifting
3;loading and unloading goods and, materials;S6.2.1;"Loading, securing or unloading products, materials, or equipment for transportation, storage or further processing by hand or using hand-held or manually operated equipment.
Excludes:
- Operation of machinery other than hand-held equipment

Examples:
- Stow cargo
- Secure cargo on ships
- Unload supplies";http://data.europa.eu/esco/skill/682bb7ca-dbe9-4c33-9c7a-1ae56e28516e;moving and lifting
3;moving or lifting materials, equipment, or supplies;S6.2.2;"Moving or lifting goods, materials supplies or resources, by hand or with the aid of equipment, using actions such as lifting, pushing, carrying or shovelling.
Excludes:
- Operation of machinery other than hand-held equipment

Examples:
- Feed concrete mixer
- Transfer luggage
- Lift heavy weights";http://data.europa.eu/esco/skill/e852a2ed-c32e-4a39-bc4c-65a78ffe6bf2;moving and lifting
3;storing goods and materials;S6.2.3;"Placing goods and materials in storage by hand, or with the aid of hand-held or manually operated equipment.
Excludes:
- Operation of machinery other than hand-held equipment 
- Storing hazardous material

Examples:
- Stock shelves
- Store film reels";http://data.europa.eu/esco/skill/e963cf1f-dc3c-48b2-a0fa-274f5e7f50f6;moving and lifting
2;making moulds, casts, models and patterns;S6.6;"Making moulds, casts and two-dimensional patterns or templates and making three-dimensional models of products.
Excludes:
- Operation of automated assembly equipment or machines
- Repair of building structures and mechanical, electrical, electronic products and components";http://data.europa.eu/esco/skill/1d9e5893-d6b2-47b1-80ba-5f1cdcbf5e9a;handling and moving
3;making patterns and templates;S6.6.2;"Creating two dimensional patterns or templates for purposes such as cutting and fabricating articles in different shapes and sizes, or placement of items.
Examples:
- Create floor plan template
- Create patterns for garments";http://data.europa.eu/esco/skill/0f8f9438-8529-41b8-bb7a-4d91121e3192;making moulds, casts, models and patterns
3;making production moulds and casts;S6.6.1;"Constructing moulds for the manufacture of objects in various materials, and making casts by filling moulds with liquid materials for solidification.
Excludes:
- Operation of automated assembly equipment or machines
- Pouring of concrete for construction of buildings

Examples:
- Modify casts for prostheses
- Mould chocolate
- Cast jewellery metal 
- Prevent casting adhesion";http://data.europa.eu/esco/skill/480a0b1b-aae9-4b39-9a4f-1c2b8ddcbc46;making moulds, casts, models and patterns
3;making moulds, casts, models and patterns;S6.6.0;"Making moulds, casts and two-dimensional patterns or templates and making three-dimensional models of products.
Excludes:
- Operation of automated assembly equipment or machines
- Repair of building structures and mechanical, electrical, electronic products and components";http://data.europa.eu/esco/skill/6d535249-ac7c-4e44-8ada-09305c3a3900;making moulds, casts, models and patterns
3;making models;S6.6.3;"Constructing physical three-dimensional models of products.
Excludes:
- Creation of virtual or conceptual models

Examples:
- Create set models
- Build jewellery models
- Make architectural mock-ups";http://data.europa.eu/esco/skill/74b7938e-f667-48ff-a26d-faed294ac6c9;making moulds, casts, models and patterns
2;positioning materials, tools or equipment;S6.8;"Placing workpieces, materials, tools or equipment in the correct position for assembly or further work.
nan";http://data.europa.eu/esco/skill/1e924921-b7ff-4326-a698-c8275bbcf60d;handling and moving
3;positioning materials, tools or equipment;S6.8.0;"Placing workpieces, materials, tools or equipment in the correct position for assembly or further work.
nan";http://data.europa.eu/esco/skill/0526c9cb-c8a4-498e-8498-d0e2d14ac626;positioning materials, tools or equipment
3;positioning tools or equipment;S6.8.1;"Placing tools or equipment in the correct position for use.
Examples:
- Position engraving equipment
- Position cross slide of a lathe";http://data.europa.eu/esco/skill/ca8723d6-d9fe-42fd-ac14-ba6bb5b0f6c2;positioning materials, tools or equipment
3;positioning workpieces or materials;S6.8.2;"Positioning workpieces, components or materials on equipment or in position for assembly.
Examples:
- Align components
- Position base plates
- Position outriggers";http://data.europa.eu/esco/skill/e747e5ec-c0be-4662-b62f-43e0ae344e50;positioning materials, tools or equipment
2;tending plants and crops;S6.4;"Propagating, cultivating, pruning, caring for and harvesting plants and crops.
nan";http://data.europa.eu/esco/skill/4364e0cd-66ad-4f0c-b96d-0ea6796067cb;handling and moving
3;tending plants and crops;S6.4.0;"Propagating, cultivating, pruning, caring for and harvesting plants and crops.
nan";http://data.europa.eu/esco/skill/762f3830-baa8-4a7e-a5de-b49037d80885;tending plants and crops
3;planting, pruning and harvesting trees, crops and other plants;S6.4.2;"Propagating and planting trees, flowers and other plants for production of food crops and other products, enhancing the environment or for scientific research. 
Examples:
- Seed the ground
- Propagate plants 
- Plant trees";http://data.europa.eu/esco/skill/888f286e-272f-4e54-8a3b-9fa391870618;tending plants and crops
3;cultivating land and crops;S6.4.1;"Preparing and maintaining land for agricultural or horticultural use and promoting the growth of plants.
Examples:
- Prepare planting area
- Irrigate soil
- Spread fertiliser
- Maintain plants' growth";http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade;tending plants and crops
2;transforming and blending materials;S6.3;"Transforming materials from one form to another by mixing, blending, heating or chemical reaction, by hand or using handheld tools and equipment.
nan";http://data.europa.eu/esco/skill/462f8805-3c0b-43c6-8bef-592b87939763;handling and moving
3;preparing industrial materials for processing or use;S6.3.3;"Preparing various types of materials for further processing or for use, by employing techniques such as heating, skimming to remove impurities or immersing objects in cleaning or coating solutions.
Examples:
- Heat jewellery metals
- Heat lacquer mixture
- Prepare surface for coating";http://data.europa.eu/esco/skill/8066edda-60e7-4e41-966b-4be09b049ab3;transforming and blending materials
3;preparing mixtures or solutions;S6.3.1;"Mixing and blending various types of solid or liquid materials, by hand or using handheld tools and equipment.
Examples:
- Mix paint
- Mix construction grouts
- Blend food ingredients";http://data.europa.eu/esco/skill/bf4822d3-1f66-499d-afc9-151a9ba33e58;transforming and blending materials
3;transforming and blending materials;S6.3.0;"Transforming materials from one form to another by mixing, blending, heating or chemical reaction, by hand or using handheld tools and equipment.
nan";http://data.europa.eu/esco/skill/c098d6c1-dfee-4b02-8ce5-c6d80c98e18b;transforming and blending materials
3;collecting and preparing specimens or materials for testing;S6.3.6;"Taking, preparing or preserving as required samples or specimens of products, liquids chemicals or organic materials in order for them to be ready for testing and analysis.
Examples:
- Prepare chemical samples
- Collect samples for analysis";http://data.europa.eu/esco/skill/f1612d7a-0338-4b0f-a2a4-86b5168e2596;transforming and blending materials
2;washing and maintaining textiles and clothing;S6.12;"Washing or cleaning clothing and other textile products by hand or using a washing or laundry machine, maintaining textile items in good order.
Excludes:
- Repairing or adjusting clothes

Examples:
- Iron textiles 
- Eliminate stains 
- Clean household linens";http://data.europa.eu/esco/skill/56c3ea4b-7cea-44da-969c-c21b07a55030;handling and moving
3;washing and maintaining textiles and clothing;S6.12.0;"Washing or cleaning clothing and other textile products by hand or using a washing or laundry machine, maintaining textile items in good order.
Excludes:
- Repairing or adjusting clothes

Examples:
- Iron textiles 
- Eliminate stains 
- Clean household linens";http://data.europa.eu/esco/skill/22d15a65-7262-4a6d-b981-53671b95ad29;washing and maintaining textiles and clothing
2;cleaning;S6.11;"Cleaning buildings, work areas, equipment, machinery and vehicles.
Excludes:
- Cleaning, laundering and maintaining textiles
- Cleaning live animals";http://data.europa.eu/esco/skill/821ecf8f-3c2a-4b89-a9f1-b2aa7fb0b625;handling and moving
3;cleaning;S6.11.0;"Cleaning buildings, work areas, equipment, machinery and vehicles.
Excludes:
- Cleaning, laundering and maintaining textiles
- Cleaning live animals";http://data.europa.eu/esco/skill/2bf2c727-ee42-4fc5-a4d7-2cd62b880433;cleaning
3;cleaning outdoor spaces;S6.11.3;"Cleaning outdoor public spaces such as streets or parks.
Examples:
- Clean camping facilities
- Perform street cleaning manually";http://data.europa.eu/esco/skill/3b86c15f-3f66-4e50-abf5-544f2a942a0b;cleaning
3;cleaning tools, equipment, workpieces and vehicles;S6.11.1;"Performing cleaning routines after tools, equipment, machinery and vehicles have been used and cleaning workpieces during or after fabrication.
Examples:
- Clean ventilation system 
- Clean concrete pumps
- Sterilise fermentation tanks
- Clean chimneys
- Wash vehicles";http://data.europa.eu/esco/skill/7a8c9402-0550-4966-9ff6-0d65b0f6b1fb;cleaning
3;cleaning interior and exterior of buildings;S6.11.2;"Cleaning interior spaces and furnishings and the exterior of buildings and similar structures.
Excludes:
- Specialised cleaning of equipment in buildings, such as sweeping chimneys

Examples:
- Clean rooms 
- Clean train interiors
- Maintain work area cleanliness";http://data.europa.eu/esco/skill/d69e45d3-1f3f-4e6a-8933-82e949277811;cleaning
2;assembling and fabricating products;S6.5;"Fabricating, assembling or repairing products or work aids by hand, or using hand-held tools and equipment.
Excludes:
- Operation of automated assembly equipment or machines
 -repair of building structures and mechanical, electrical, electronic products and components.

Examples:
- Assemble metal parts 
- Apply assembly techniques";http://data.europa.eu/esco/skill/b8e142fe-e508-42b1-b037-efebcefac3a7;handling and moving
3;fabricating precision instruments or jewellery;S6.5.1;"Assembling, fabricating or repairing precision instruments, such as optical devices, clocks and musical instruments, by hand or using hand-held tools and equipment.
Excludes:
- Operation of automated assembly equipment
- Assembly of electrical and electronic products and components
- Fabrication of decorative objects 
- Fabrication of medical, orthotic and prosthetic devices

Examples:
- Assemble jewellery parts
- Attach pendulums
- Customise guns
- Repair musical instruments
- Centre lenses";http://data.europa.eu/esco/skill/2ad2ee1c-afc9-402f-91ab-c9c0911b209d;assembling and fabricating products
3;fabricating medical and prosthetic devices;S6.5.2;"Fabricating, maintaining or repairing medical, dental, orthotic or prosthetic devices.
Excludes:
- Operation of automated assembly equipment or machines
- Fabricating or repairing optical devices

Examples:
- Manufacture dental prostheses
- Create lifecasts
- Repair orthopaedic goods";http://data.europa.eu/esco/skill/37f2f637-1f54-4ea1-b677-5ca6cac24993;assembling and fabricating products
3;fabricating tobacco products;S6.5.8;"Fabricating tobacco products by hand or using hand-held tools and equipment.
Excludes:
- Operation of machinery
- Preparing and cooking food and drinks for immediate consumption

Examples:
- Cure tobacco leaves
- Flavour tobacco leaves";http://data.europa.eu/esco/skill/3eacdaa9-fe4a-49ba-a085-c798097cf8d4;assembling and fabricating products
3;fabricating garments and textile products;S6.5.6;"Fabricating, altering and repairing garments and textile products by hand or using hand-held tools and equipment.
Excludes:
- Operation of automated assembly equipment
- Fabrication of decorative objects

Examples:
- Alter wearing apparel
- Manufacture male suits
- Repair shoes
- Sew curtains";http://data.europa.eu/esco/skill/528c2f16-139f-4a5b-8880-a6f02ed33f2a;assembling and fabricating products
3;assembling electrical and electronic products;S6.5.3;"Assembling electrical and electronic products, excluding medical or prosthetic devices, by hand or using hand-held tools and equipment.
Excludes:
- Operation of automated assembly equipment
- Installation, repair and maintenance of devices
- Fabrication of decorative objects 
- Fabrication of medical, orthotic and prosthetic devices

Examples:
- Assemble mechatronic devices
- Assemble electrical components";http://data.europa.eu/esco/skill/592525ab-b517-4c55-8c65-17e0f5d99205;assembling and fabricating products
3;assembling furniture;S6.5.5;"Assembling and repairing furniture by hand or using hand-held tools and equipment.
Excludes:
- Operation of automated assembly equipment
- Fabrication of decorative objects

Examples:
- Assemble prefabricated furniture
- Repair furniture frames";http://data.europa.eu/esco/skill/62023d5b-22ea-442e-ac46-39eb83c986fb;assembling and fabricating products
3;assembling and fabricating products;S6.5.0;"Fabricating, assembling or repairing products or work aids by hand, or using hand-held tools and equipment.
Excludes:
- Operation of automated assembly equipment or machines
 -repair of building structures and mechanical, electrical, electronic products and components.

Examples:
- Assemble metal parts 
- Apply assembly techniques";http://data.europa.eu/esco/skill/827de17d-3fc1-4ba5-b4e0-850c51e750c8;assembling and fabricating products
3;assembling mechanical products;S6.5.4;"Assembling mechanical products by hand or using hand-held tools and equipment.
Excludes:
- Operation of automated assembly equipment
- Installation, repair and maintenance of machinery
- Fabrication of decorative objects 
- Fabrication of medical, orthotic and prosthetic devices

Examples:
- Assemble bicycles
- Assemble machines";http://data.europa.eu/esco/skill/bd1242ec-6dd5-4c7d-bf79-8de6be3b3815;assembling and fabricating products
3;fabricating food and related products;S6.5.7;"Fabricating food, drink and related products by hand or using hand-held tools and equipment.
Excludes:
- Operation of machinery
- Preparing and cooking food and drinks for immediate consumption

Examples:
- Prepare specialised meat products
- Extract juices
- Perform curd processing of cheese";http://data.europa.eu/esco/skill/f289347f-a76d-4d03-a648-74b53ed1e636;assembling and fabricating products
2;using hand tools;S6.7;"Using the hands and tools that can be held in the hands, including power tools.
Excludes:
- Fabricating products by hand
- Operating a lawn-mower";http://data.europa.eu/esco/skill/d23b21ca-2ef5-4b5e-b37e-a5311dc2e292;handling and moving
3;shaping materials to create products;S6.7.2;"Altering the shape of various types of materials by hand or using hand tools.
Examples:
- Shape clay
- Shape sheet metal objects
- Use wood chisel";http://data.europa.eu/esco/skill/424cce4d-71c9-47d9-93d6-4068403139f0;using hand tools
3;smoothing surfaces of objects or equipment;S6.7.3;"Creating smooth surfaces on various types of materials and employing techniques such as grinding, planing, sanding and polishing, using handheld tools.
Examples:
- Smooth burred surfaces
- Polish furniture";http://data.europa.eu/esco/skill/51ffd92f-7ff4-4c38-83d4-7350fcfd6968;using hand tools
3;using precision hand tools;S6.7.4;"Using hand-held electronic, mechanical, electric, or optical tools for precision work.
Examples:
- Use watchmaker's tools
- Use jewellery equipment";http://data.europa.eu/esco/skill/57216e88-a0d3-4b8c-af6c-b8232b4f48c2;using hand tools
3;cutting materials and drilling holes;S6.7.1;"Cutting various types of materials using handheld tools and equipment.
Excludes:
- Cutting or pruning trees or other live plants
- Surgical procedures on humans and animals

Examples:
- Cut carpet
- Drill holes in tile";http://data.europa.eu/esco/skill/72fe5d9f-4ec8-4fc4-b1d3-0dd83be0aa1a;using hand tools
3;using hand tools;S6.7.0;"Using the hands and tools that can be held in the hands, including power tools.
Excludes:
- Fabricating products by hand
- Operating a lawn-mower";http://data.europa.eu/esco/skill/74052f13-4cae-4600-a4d3-8103004683f3;using hand tools
3;hammering, nailing and riveting;S6.7.5;"Using manual or powered hand-held hammers, chisels, nail guns and riveting equipment.
Excludes:
- Operating hammer drill

Examples:
- Nail floorboards
- Operate nail gun
- Operate handheld riveting equipment";http://data.europa.eu/esco/skill/b82b2bad-41dd-40af-8242-e7d59a2ce786;using hand tools
2;handling animals;S6.9;"Handling, moving, feeding and caring for live animals.
nan";http://data.europa.eu/esco/skill/e5419bb1-38c7-458a-b263-b7e73e02bc7e;handling and moving
3;hunting, trapping and slaughtering animals;S6.9.4;"Hunting, trapping or capturing animal wildlife or birds, or slaughter captive animals, for purposes such as gaining food or animal products, pest control or wildlife management.
Examples:
- Hunt animals
- Slaughter animals
- Remove predators";http://data.europa.eu/esco/skill/3afcf547-cefc-493a-8abb-aaa8b7088e4f;handling animals
3;feeding and grooming animals;S6.9.5;"Feeding and grooming domestic and captive animals of all types including aquatic.
Examples:
- Feed livestock
- Groom animals 
- Implement fin fish feeding regimes
- Feed broodstock 
- Feed pets";http://data.europa.eu/esco/skill/42f18b92-1c20-46ed-bde0-9bc64ff1e475;handling animals
3;providing therapy or veterinary treatment for animals;S6.9.7;"Diagnosing and treating health conditions in animals and providing veterinary services such as artificial insemination and implanting microchips.
Examples:
- Perform surgical procedures on animals
- Perform artificial insemination 
- Manage care of veterinary patients in accommodation
- Trim bovine hooves";http://data.europa.eu/esco/skill/7194cdea-bca7-4c4a-8d49-3cb54b89d5a0;handling animals
3;training animals;S6.9.6;"Training animals to facilitate their routine husbandry, for professional purposes or as companion animals, for treatment, and/or public demonstrations.
Examples:
- Train horses
- Train gun dogs";http://data.europa.eu/esco/skill/77a2918f-5969-4545-a632-d3e6a853b2c5;handling animals
3;handling animals;S6.9.0;"Handling, moving, feeding and caring for live animals.
nan";http://data.europa.eu/esco/skill/9d0d6866-cd91-490b-9e3a-d0914ad95a2e;handling animals
3;tending and breeding aquatic animals;S6.9.2;"Breeding, raising and harvesting aquatic and aquaculture stock such as fin fish and shellfish.
Examples:
- Induce spawning of cultured aquaculture species
- Handle broodstock
- Manure aquaculture ponds";http://data.europa.eu/esco/skill/e52cd6e7-f8dc-4f6f-b988-5554423f53fb;handling animals
3;tending and breeding animals;S6.9.1;"Breeding, raising and tending non-aquatic livestock such as cattle, poultry, and honeybees.
Excludes:
- Perform artificial insemination

Examples:
- Milk animals
- Breed stock
- Care for juvenile animals
- Manage animal hygiene
- Provide dog walking services";http://data.europa.eu/esco/skill/edcfd6ef-1a42-4e0a-97e2-2a2d61cac181;handling animals
3;moving and herding animals;S6.9.3;"Directing, controlling or restraining the movement of live animals to move them into vehicles pens, feeding areas and other enclosed spaces, or to facilitate grooming, veterinary procedures or slaughter.
Examples:
- Load animals for transportation
- Control animal movement";http://data.europa.eu/esco/skill/f0f8ceea-304e-42e8-80cf-ff1535eb7068;handling animals
2;sorting and packaging goods and materials;S6.1;"Sorting, packaging, separating or arranging materials, according to established patterns or procedures.
nan";http://data.europa.eu/esco/skill/f2840c73-9693-4cc0-8dc1-c44942263d5d;handling and moving
3;marking materials or objects for identification;S6.1.2;"Marking or labelling objects or materials for identification by type or individually.
Examples:
- Assign codes to product items
- Change shelf labels 
- Label samples";http://data.europa.eu/esco/skill/35045957-e9e4-44b1-801a-9a49f6efaece;sorting and packaging goods and materials
3;sorting materials or products;S6.1.1;"Arranging materials into predetermined categories or groups, according to established patterns of procedures.
Examples:
- Differentiate types of packages
- Sort waste";http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58;sorting and packaging goods and materials
3;packaging objects;S6.1.3;"Enclosing or protecting products for distribution or storage according to a coordinated system of preparing goods for transport, warehousing, logistics, sale, and use.
Examples:
- Pack merchandise for gifts
- Fill sacks
- Package fish";http://data.europa.eu/esco/skill/8da6cd59-61e1-43c4-8dfc-bc69d283ccc7;sorting and packaging goods and materials
3;sorting and packaging goods and materials;S6.1.0;"Sorting, packaging, separating or arranging materials, according to established patterns or procedures.
nan";http://data.europa.eu/esco/skill/e5e3b8d7-a96d-41f4-acb6-563b0f7f2994;sorting and packaging goods and materials
2;handling and moving;S6.0;"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.
Excludes:
- Specific skills involving interaction with people";http://data.europa.eu/esco/skill/ff565308-8f29-4f1d-a342-9a29bd8b7446;handling and moving
3;handling and moving;S6.0.0;"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.
Excludes:
- Specific skills involving interaction with people";http://data.europa.eu/esco/skill/ca5b2cf4-0f3e-4c47-b496-12d812a7e5d9;handling and moving
1;information skills;S2;"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.
nan";http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740;
2;monitoring developments in area of expertise;S2.9;"Monitoring and keeping knowledge up-to-date concerning new research, methodologies, regulations, policies technological developments and other significant changes relevant to a particular field of specialisation.
Examples:
- Follow trends in sporting equipment
- Keep up to date with diagnostic innovations
- Monitor legislation developments
- Monitor technology trends";http://data.europa.eu/esco/skill/0101f8a4-4243-4e67-813b-3e2a6274f7e2;information skills
3;monitoring developments in area of expertise;S2.9.0;"Monitoring and keeping knowledge up-to-date concerning new research, methodologies, regulations, policies technological developments and other significant changes relevant to a particular field of specialisation.
Examples:
- Follow trends in sporting equipment
- Keep up to date with diagnostic innovations
- Monitor legislation developments
- Monitor technology trends";http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc;monitoring developments in area of expertise
2;monitoring, inspecting and testing;S2.8;"Examining and investigating problems, sites or objects to assess functioning or compliance with standards, laws or regulations.
nan";http://data.europa.eu/esco/skill/1e95cef2-9c35-4f9f-b6a9-cb458c3e5379;information skills
3;monitoring quality of products;S2.8.10;"Monitoring the manufacturing process of products, testing their quality and investigating them for defects.
Examples: 
- check paper quality 
- inspect material";http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464;monitoring, inspecting and testing
3;monitoring safety or security;S2.8.4;"Monitoring and inspecting the safety or security of work areas, facilities, or properties.
Excludes:
- Testing and analysing substances

Examples:
- Conduct on board safety inspections
- Monitor building security
- Monitor parking areas to maintain security
- Inspect mine safety conditions";http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838;monitoring, inspecting and testing
3;monitoring operational activities;S2.8.2;"Monitoring the operations of a business or organisation to ensure adequate performance and compliance with regulatory requirements.
Excludes:
- Testing and analysing substances

Examples:
- Detect bottlenecks
- Monitor mine production
- Manage project metrics";http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3;monitoring, inspecting and testing
3;inspecting food safety and quality;S2.8.9;"Performing food safety and quality checks of ingredients, raw materials and finished food products to check if they meet required standards.
Examples: 
- check paper quality 
- inspect material

Excludes:
- inspect material";http://data.europa.eu/esco/skill/1893b4bc-0eb2-41de-96e3-9c8f1f1eac41;monitoring, inspecting and testing
3;testing vehicles;S2.8.11;"Inspecting vehicles and other heavy machinery used for transport, such as cargos, cars and other vehicles.
nan";http://data.europa.eu/esco/skill/47aa582a-3edb-45b5-9ef4-e87813ea327c;monitoring, inspecting and testing
3;monitoring, inspecting and testing;S2.8.0;"Examining and investigating problems, sites or objects to assess functioning or compliance with standards, laws or regulations.
nan";http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595;monitoring, inspecting and testing
3;monitoring financial and economic resources and activity;S2.8.3;"Monitor parameters to maintain awareness of levels of financial resources and expenditure, stocks, and the economic environment.
Excludes:
- Testing and analysing substances

Examples:
- Monitor production costs
- Monitor financial accounts
- Monitor bond markets";http://data.europa.eu/esco/skill/5c2d5780-23ed-4372-bb8d-c1846ee404ae;monitoring, inspecting and testing
3;monitoring health conditions of humans and animals ;S2.8.6;"Monitoring health conditions of humans or animals throughout their lifecycle or during specific occasions, such as pregnancy or surgery.
Excludes:
- Testing and analysing substances

Examples:
- Monitor patient's health condition
- Monitor pregnancy
- Monitor fish health status";http://data.europa.eu/esco/skill/c5ff50d7-97d3-401e-90ac-e5ae756a52de;monitoring, inspecting and testing
3;testing and analysing substances;S2.8.8;"Performing tests and analyses of gases, fluids or solid substances, such as blood samples, cell cultures and samples of food and beverages.
Examples:
- Analyse body fluids
- Conduct soil sample tests
- Test alkalinity
- Test oxygen purity";http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763;monitoring, inspecting and testing
3;monitoring environmental conditions;S2.8.5;"Measuring and maintaining awareness of changes in environmental conditions including the weather, air and water quality, and the impact of human activities on nature.
Excludes:
- Testing and analysing substances

Examples:
- Monitor radiation levels
- Monitor forest health
- Monitor parking areas to maintain security
- Assess harvesting impact on wildlife
- Inspect mine safety conditions";http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d;monitoring, inspecting and testing
3;testing electrical and mechanical systems or equipment ;S2.8.1;"Inspecting and monitoring functionality of electrical and mechanic systems and equipment.
Examples:
- Perform test run

Excludes:
- Testing and analysing substances
- Test vehicles
- Inspect cargo

";http://data.europa.eu/esco/skill/f7fc7bf8-f41d-44af-81e3-09b88e9779e6;monitoring, inspecting and testing
2;documenting and recording information;S2.2;"Maintaining records of information, transactions and activities in digital, paper or other forms.
Excludes:
- Writing reports or documents requiring drafting of original text";http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc;information skills
3;maintaining operational records;S2.2.5;"Keeping records required for operational purposes such as those related to staff, clients, production and stock inventories.
Examples:
- keep personal records
- keep stock records
- prepare production reports

Excludes:
- write reports or documents requiring drafting of original text
";http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232;documenting and recording information
3;documenting and recording information;S2.2.0;"Maintaining records of information, transactions and activities in digital, paper or other forms.
Excludes:
- Writing reports or documents requiring drafting of original text";http://data.europa.eu/esco/skill/1034004c-0347-4765-8794-b65d2c92b379;documenting and recording information
3;preparing documentation for contracts, applications, or permits;S2.2.3;"Preparing applications and maintaining standardized documentation for the issuance of contracts, licences or permits.
Examples:
- prepare building permit applications
- issue permits
- arrange customs documents

Excludes:
- write reports or documents requiring drafting of original text

";http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498;documenting and recording information
3;reporting incidents and defects;S2.2.7;"Reporting and keeping records of events, complaints, and defective equipment or materials.
Examples:
- report airport security incidents
- write rail defect records

Excludes:
- write reports or documents requiring drafting of original text
";http://data.europa.eu/esco/skill/20136935-e6a1-417b-81df-9b94d4c2c371;documenting and recording information
3;documenting technical designs, procedures, problems or activities;S2.2.6;"Preparing and maintaining documentation and specifications of designs, equipment and operating procedures.
Examples:
- create documented procedures
- maintain food specifications
- provide manufacturing documentation

Excludes:
- write reports or documents requiring drafting of original text
";http://data.europa.eu/esco/skill/95bf4552-6d5b-41dc-b990-53ace372f705;documenting and recording information
3;preparing financial documents, records, reports, or budgets;S2.2.1;"Preparing and maintaining records and standardized reports on transactions, sales, financial information and budgets.
Examples:
- prepare financial auditing reports
- maintain financial records

Excludes:
- write reports or documents requiring drafting of original text
";http://data.europa.eu/esco/skill/b32ef8a5-e3f7-40ef-8b40-913c003e1f4e;documenting and recording information
3;recording legal information;S2.2.2;"Recording information and preparing standardized documentation and reports on legal matters.
Examples:
- record court proceedings

Excludes:
- write reports or documents requiring drafting of original text
";http://data.europa.eu/esco/skill/b975836b-d9b9-4724-88da-9a82b856e74b;documenting and recording information
3;maintaining or preparing medical documentation;S2.2.4;"Maintaining health and medical records, and preparing standardized reports on health status, medical conditions, or medical test results.
Examples:
- maintain treatment records

Excludes:
- write reports or documents requiring drafting of original text
";http://data.europa.eu/esco/skill/c1bd0ed6-053c-4703-981e-eaec5e57de18;documenting and recording information
