Level;Name;ShortCode;Description;Uri;BroaderConcept
2;environment;052;"nan
nan";http://data.europa.eu/esco/isced-f/052;natural sciences, mathematics and statistics
3;environment not further defined;0520;"nan
nan";http://data.europa.eu/esco/isced-f/0520;environment
3;environmental sciences;0521;"Environmental sciences are the study of organisms in relation to one another and to the environment.
Programmes and qualifications with the following main content are classified here:
Ecology
Environmental science

=== Exclusions
The study of biology and toxicology are excluded from this detailed field and included under narrow field 051 'Biological and related sciences'.
nan";http://data.europa.eu/esco/isced-f/0521;environment
3;natural environments and wildlife;0522;"Natural environments and wildlife is the study of the relationships between living organisms in natural environments in order to protect nature and wildlife. It includes the study of establishing and maintaining national parks in order to preserve their original natural state.
Programmes and qualifications with the following main content are classified here:
National parks and wildlife management
Nature conservation
Wildlife

=== Exclusions
Study of agriculture, horticulture and forestry are excluded from this detailed field and included in some of the detailed fields under 08 'Agriculture, forestry, fisheries and veterinary'.
Study of hunting and trapping is excluded from this detailed field and included in detailed field 0821 'Forestry'.
nan";http://data.europa.eu/esco/isced-f/0522;environment
3;environment not elsewhere classified;0529;"nan
nan";http://data.europa.eu/esco/isced-f/0529;environment
2;physical sciences;053;"nan
nan";http://data.europa.eu/esco/isced-f/053;natural sciences, mathematics and statistics
3;physical sciences not further defined;0530;"nan
nan";http://data.europa.eu/esco/isced-f/0530;physical sciences
3;chemistry;0531;"Chemistry is the study of substances and their elements and how they react when combined.
Programmes and qualifications with the following main content are classified here:
Inorganic chemistry
Organic chemistry
Physical chemistry

=== Exclusions
Biochemistry is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.
nan";http://data.europa.eu/esco/isced-f/0531;physical sciences
3;earth sciences;0532;"Earth sciences is the study of the composition and structure of earth including the hydrosphere and the atmosphere.
Programmes and qualifications with the following main content are classified here:
Climate research
Earth science
Geodesy
Geography (physical)
Geology
Geomatics
Geospatial technology
Meteorology
Oceanography
Seismology

=== Exclusions
Social geography is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'. Soil science is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
nan";http://data.europa.eu/esco/isced-f/0532;physical sciences
3;physics;0533;"Physics is the study of properties and interactions of matter and energy. It includes the study of astronomy and space science.
Programmes and qualifications with the following main content are classified here:
Astronomy
Astrophysics
Chemical physics
Medical physics
Optics
Physics
Space science

=== Exclusions
Opticians' practice is excluded from this detailed field and included in detailed field 0914 'Medical diagnostic and treatment technology'.
nan";http://data.europa.eu/esco/isced-f/0533;physical sciences
3;physical sciences not elsewhere classified;0539;"nan
nan";http://data.europa.eu/esco/isced-f/0539;physical sciences
2;mathematics and statistics;054;"nan
nan";http://data.europa.eu/esco/isced-f/054;natural sciences, mathematics and statistics
3;mathematics and statistics not further defined;0540;"nan
nan";http://data.europa.eu/esco/isced-f/0540;mathematics and statistics
3;mathematics;0541;"Mathematics is the study of abstract deductive systems. It includes algebra, arithmetic, geometry, real and complex analysis and pure and applied mathematics.
Programmes and qualifications with the following main content are classified here:
Algebra
Geometry
Mathematics
Numerical analysis
Operational research
nan";http://data.europa.eu/esco/isced-f/0541;mathematics and statistics
3;statistics;0542;"Statistics is the study of collecting, describing, arranging and analysing numerical data. The study of probability theory and actuarial science is included.
Programmes and qualifications with the following main content are classified here:
Actuarial science
Probability theory
Statistics, applied
Survey design
Survey sampling

=== Inclusions
Study of mathematical (theoretical) statistics is included here.

=== Exclusions
Demography/population studies is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'.
nan";http://data.europa.eu/esco/isced-f/0542;mathematics and statistics
2;inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics;058;"nan
nan";http://data.europa.eu/esco/isced-f/058;natural sciences, mathematics and statistics
3;inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics;0588;"Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to natural sciences, mathematics and statistics are classified here.
nan";http://data.europa.eu/esco/isced-f/0588;inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics
2;natural sciences, mathematics and statistics not elsewhere classified;059;"nan
nan";http://data.europa.eu/esco/isced-f/059;natural sciences, mathematics and statistics
3;natural sciences, mathematics and statistics not elsewhere classified;0599;"nan
nan";http://data.europa.eu/esco/isced-f/0599;natural sciences, mathematics and statistics not elsewhere classified
1;information and communication technologies (icts);06;"nan
nan";http://data.europa.eu/esco/isced-f/06;
2;information and communication technologies (icts);061;"nan
nan";http://data.europa.eu/esco/isced-f/061;information and communication technologies (icts)
3;information and communication technologies (icts) not further defined;0610;"nan
nan";http://data.europa.eu/esco/isced-f/0610;information and communication technologies (icts)
3;computer use;0611;"Computer use is the study of using computers and computer software and applications for different purposes. These programmes are generally of short duration.
Programmes and qualifications with the following main content are classified here:
Computer use
Use of software for calculating (spread sheets)
Use of software for data processing
Use of software for desk top publishing
Use of software for word processing
Use of Internet
nan";http://data.europa.eu/esco/isced-f/0611;information and communication technologies (icts)
3;database and network design and administration;0612;"Database and network design and administration is the study of the design, maintenance and integration of software applications. Computer media applications are included.
Programmes and qualifications with the following main content are classified here:
Computer administration and management
Computer media applications
Computer network installation and maintenance
Database administrator studies
Information technology administration
Information technology security
Network administration
Network design
Web design
nan";http://data.europa.eu/esco/isced-f/0612;information and communication technologies (icts)
3;software and applications development and analysis;0613;"Software and applications development and analysis is the study of the design and development of computer systems and computing environments.
Programmes and qualifications with the following main content are classified here:
Computer programming
Computer science
Computer systems analysis
Computer systems design
Informatics
Operating systems
Programming languages development
Software development
Software programming

=== Exclusions
Computer engineering (hardware) is excluded from this detailed field and included in detailed field 0714 'Electronics and automation'.
Programmes and qualifications in using computer applications are excluded from this detailed field and included in detailed field 0611 'Computer use'. Database and network design and administration is excluded from this detailed field and included in detailed field 0612 'Database and network design and administration'.
nan";http://data.europa.eu/esco/isced-f/0613;information and communication technologies (icts)
3;information and communication technologies not elsewhere classified;0619;"Information technology studies not fitting in the detailed fields are classified here:
Artificial intelligence
nan";http://data.europa.eu/esco/isced-f/0619;information and communication technologies (icts)
2;inter-disciplinary programmes and qualifications involving information and communication technologies (icts);068;"nan
nan";http://data.europa.eu/esco/isced-f/068;information and communication technologies (icts)
3;inter-disciplinary programmes and qualifications involving information and communication technologies (icts);0688;"Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to information and communication technologies (ICTs) are classified here.
nan";http://data.europa.eu/esco/isced-f/0688;inter-disciplinary programmes and qualifications involving information and communication technologies (icts)
1;engineering, manufacturing and construction;07;"nan
nan";http://data.europa.eu/esco/isced-f/07;
2;engineering, manufacturing and construction not further defined;070;"nan
nan";http://data.europa.eu/esco/isced-f/070;engineering, manufacturing and construction
3;engineering, manufacturing and construction not further defined;0700;"nan
nan";http://data.europa.eu/esco/isced-f/0700;engineering, manufacturing and construction not further defined
2;engineering and engineering trades;071;"nan
nan";http://data.europa.eu/esco/isced-f/071;engineering, manufacturing and construction
3;engineering and engineering trades not further defined;0710;"nan
nan";http://data.europa.eu/esco/isced-f/0710;engineering and engineering trades
3;chemical engineering and processes;0711;"Chemical engineering and processes is the study of planning, designing, and developing products and processes where chemical and physical changes occur. It includes designing chemical plants and control systems.
Programmes and qualifications with the following main content are classified here:
Chemical engineering
Chemical process engineering
Laboratory technology
Oil/gas/petrochemicals processing
Plant and machine operation (processing)
Process technology

=== Inclusions
Laboratory technology is included here if emphasis is not given to a specific application.

=== Exclusions
Laboratory technology is excluded from this detailed field if emphasis is given to a specific application (biological, medical, etc.) and is included under the appropriate detailed field (0914 etc.). Biotechnology is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.
Programmes and qualifications with emphasis on the production of a specific material are excluded from this detailed field (e.g. studies with emphasis on paper processing should be included in detailed field 0722 'Materials (glass, paper, plastic, wood)'.
nan";http://data.europa.eu/esco/isced-f/0711;engineering and engineering trades
3;environmental protection technology;0712;"Environmental protection technology is the study of processes in order to minimise discharge and waste and avoid pollution. It includes programmes dealing with control of water, air, soil etc.
Programmes and qualifications with the following main content are classified here:
Air pollution control
Ecological technology
Energy efficiency
Environmental engineering
Industrial discharge control
Noise pollution control
Recycling
Water pollution control

=== Exclusions
Programmes and qualifications dealing with hygienic standards in food, water etc. are excluded from this detailed field and included in detailed field 1021 'Community sanitation'.
Construction related to waste and water management is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'.
nan";http://data.europa.eu/esco/isced-f/0712;engineering and engineering trades
3;electricity and energy;0713;"Electricity and energy is the study of installing, maintaining, repairing and diagnosing faults in electrical wiring and related equipment in domestic, commercial and industrial establishments. Installation and maintenance of overhead and underground electrical power distribution networks is included. Energy is the study of energy generation.
Programmes and qualifications with the following main content are classified here:
Air-conditioning trades
Climate engineering
Electrical appliances repairing
Electrical engineering
Electrical fitting
Electrical power generation
Electrical trades
Energy studies
Gas distribution
Heating trades
Nuclear, hydraulic and thermal energy
Power line installation and maintenance
Power production
Refrigeration
Solar power
Wind turbines

=== Inclusions
The study of installing, diagnosing faults in and repairing heating, air-conditioning and refrigeration equipment is included here.

=== Exclusions
Study of vehicle electrical systems is excluded from this detailed field and included in detailed field 0716 'Motor vehicles, ships and aircraft'.
nan";http://data.europa.eu/esco/isced-f/0713;engineering and engineering trades
3;electronics and automation;0714;"Electronics and automation is the study of planning, designing, developing maintaining and monitoring electronic equipment, machinery and systems. It includes designing computers and equipment for communication.
Programmes and qualifications with the following main content are classified here:
Broadcasting electronics
Communication systems
Communications equipment installation
Communications equipment maintenance
Computer engineering
Computer repairing
Control engineering
Data processing technology
Digital technology
Electronic engineering
Electronic equipment servicing
Network technology
Robotics
Telecommunications technology
Television and radio repairing

=== Exclusions
Computer science (Software and applications development) is excluded from this detailed field and included under 0613 'Software and applications development and analysis'.
nan";http://data.europa.eu/esco/isced-f/0714;engineering and engineering trades
3;mechanics and metal trades;0715;"Mechanics and metal trades is the study of planning, designing, developing, producing, maintaining and monitoring machines, mechanical plants and systems and metal products. It includes designing and maintaining machines which produce goods and services. The focus of study in this detailed field is machines, mechanical systems and metal products.
Programmes and qualifications with the following main content are classified here:
Gunsmithing
Hydraulics
Locksmithing and safe repairing
Mechanical engineering
Mechanical trades
Metal casting and patternmaking
Metal fitting, turning and machining
Metallurgical engineering
Precision mechanics
Sheet metal working
Steel production
Tool and die making
Welding

=== Exclusions
The study of motor vehicle mechanics and engineering is excluded from this detailed field and included in detailed field 0716 'Motor vehicles, ships and aircraft'.
nan";http://data.europa.eu/esco/isced-f/0715;engineering and engineering trades
3;motor vehicles, ships and aircraft;0716;"Motor vehicles, ships and aircraft is the study of designing, developing, producing, maintaining, diagnosing faults in, repairing and servicing motor vehicles, including earth moving equipment and agriculture machines, ships, trains and aircraft. Typical is the combination of studies in both metal structures and motors.
Programmes and qualifications with the following main content are classified here:
Aerospace engineering
Aircraft engineering
Aircraft maintenance
Automotive electrical systems
Automotive engineering
Avionics
Coachwork
Marine engineering
Motorcycle engineering
Panel beating
Shipbuilding
Train repair and maintenance
Vehicle building and repairing
Vehicle varnishing/spraying

=== Inclusions
Study of vehicle electrical systems is included here.

=== Exclusions
Study of producing and repairing non-motorised vehicles is excluded from this detailed field and included in 0715 'Mechanics and metal work' (e.g. bicycles) or 0722 'Materials (glass, paper, plastic, wood)' (e.g. non-motor boats).
nan";http://data.europa.eu/esco/isced-f/0716;engineering and engineering trades
3;engineering and engineering trades not elsewhere classified;0719;"Engineering studies not covered by other detailed fields are classified here:
Nanotechnology
nan";http://data.europa.eu/esco/isced-f/0719;engineering and engineering trades
2;manufacturing and processing;072;"nan
nan";http://data.europa.eu/esco/isced-f/072;engineering, manufacturing and construction
3;manufacturing and processing not further defined;0720;"nan
nan";http://data.europa.eu/esco/isced-f/0720;manufacturing and processing
3;food processing;0721;"Food processing is the study of processing and packaging of food and beverages, and the equipment and procedures used in the production and distribution of foods.
Programmes and qualifications with the following main content are classified here:
Baking
Beer brewing
Butchery
Confectionery
Dairy foods
Food and drink processing
Food preservation
Food science and technology
Meat processing
Pastry cooking
Tobacco processing
Wine production

=== Inclusions
Study of food handling and food hygiene is included here.

=== Exclusions
Restaurant and catering are excluded from this detailed field and included in detailed field 1013 'Hotel, restaurant and catering'.
Nutrition science is excluded from this detailed field and included in narrow field 051 'Biological and related sciences'.
0722 Materials (glass, paper, plastic and wood)
Materials is the study of the manufacturing of products in glass, paper, plastic, wood or other materials like stone, clay, artificial materials etc. Programmes and qualifications included in this detailed field have more to do with a specific material than general technical knowledge.
Programmes and qualifications with the following main content are classified here:
Boat building (non-motor)
Cabinet making
Carpentry (furniture)
Ceramics (industrial)
Furniture making
Glass working (industrial)
Industrial diamond production
Paper manufacturing and processing
Plastic manufacturing
Rubber processing
Timber technology
Wood machining and turning
Woodwork trades

=== Exclusions
Study of metal work is excluded from this detailed field and included in detailed field 0715 'Mechanics and metal trades'.
Study of building carpentry and joinery is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'.
Study of chemical processing in general is excluded from this detailed field and included in detailed field 0711 'Chemical engineering and processes'.
Study of printing and bookbinding is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Handicrafts programmes (glass arts and crafts, woodcarving etc) are excluded from this detailed field and included in detailed field 0214 'Handicrafts'.
0723 Textiles (clothes, footwear and leather)
Textiles (clothes, footwear and leather) is the study of the manufacture of textiles, textile and leather products, clothing and related items, shoes and other forms of footwear.
Programmes and qualifications with the following main content are classified here:
Clothing trades
Dressmaking
Footwear making
Fur making
Garment production
Leather processing
Saddlery
Shoemaking
Skins and leather production
Spinning
Tailoring
Textile trades
Upholstery
Weaving (industrial)
Wool science

=== Exclusions
Handicrafts studies (weaving, embroidery etc.) are excluded from this detailed field and included in detailed field 0214 'Handicrafts'.
nan";http://data.europa.eu/esco/isced-f/0721;manufacturing and processing
3;materials (glass, paper, plastic and wood);0722;"nan
nan";http://data.europa.eu/esco/isced-f/0722;manufacturing and processing
3;textiles (clothes, footwear and leather);0723;"nan
nan";http://data.europa.eu/esco/isced-f/0723;manufacturing and processing
3;mining and extraction;0724;"Mining and extraction is the study of assessing, planning, developing, and directing the extraction of minerals, oil and gas from the earth.
Programmes and qualifications with the following main content are classified here:
Coal mining
Mineral technology
Mining of minerals
Oil and gas drilling
Oil and gas extraction
Raw material extraction

=== Exclusions
Study of metallurgical engineering is excluded from this detailed field and included in 0715 'Mechanics and metal trades'
Study of geology is excluded from this detailed field and included in detailed field 0532 'Earth sciences'.
nan";http://data.europa.eu/esco/isced-f/0724;manufacturing and processing
3;manufacturing and processing not elsewhere classified;0729;"nan
nan";http://data.europa.eu/esco/isced-f/0729;manufacturing and processing
2;architecture and construction;073;"nan
nan";http://data.europa.eu/esco/isced-f/073;engineering, manufacturing and construction
3;architecture and construction not further defined;0730;"nan
nan";http://data.europa.eu/esco/isced-f/0730;architecture and construction
3;architecture and town planning;0731;"Architecture is the study of the art, science and techniques of building design. It encompasses both utilitarian ends - such as the soundness of the structure and the functional and economic efficiency of the building - and aesthetic considerations. Town planning is the study of the regulated growth and improvement of towns in both functional and aesthetical points of view.
Programmes and qualifications with the following main content are classified here:
Architectural urban design and planning
Architecture
Building design
Cartography/Land surveying
City planning
Community development
Landscape architecture
Structural architecture
Surveying
Town and country planning
Urban planning

=== Exclusions
Study of interior design is excluded from this detailed field and included in detailed field 0212 'Fashion, interior and industrial design'. Geomatics is excluded from this detailed field and included in detailed field 0532 'Earth science'.
The laying out and construction of parks and gardens is excluded from this detailed field and included in detailed field 0812 'Horticulture'.
nan";http://data.europa.eu/esco/isced-f/0731;architecture and construction
3;building and civil engineering;0732;"Building is the study of the science, technology and techniques of assembling, erecting and maintaining public, commercial, industrial and residential structures and their fittings. Civil engineering is the study of planning, designing, testing and directing the construction of large scale buildings and structures, including systems for transport, water supply, sewage etc.
Programmes and qualifications with the following main content are classified here:
Bricklaying
Bridge construction
Building construction
Building engineering
Building technology
Carpentry and joinery (building)
Civil engineering
Construction equipment
Constructional metalwork (building)
Dock and harbour engineering
Floor and wall tiling
Floor covering
House building
Industrial abseiling (commercial)
Masonry and tile setting
Painting and wall covering
Plastering
Plumbing and pipefitting
Road building
Water engineering and technology
Water supply and sewerage engineering
Ventilation

=== Exclusions
Installation of electricity is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'. Similarly, installing and repairing of heating, air-conditioning and refrigeration equipment is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'.
nan";http://data.europa.eu/esco/isced-f/0732;architecture and construction
2;inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction;078;"nan
nan";http://data.europa.eu/esco/isced-f/078;engineering, manufacturing and construction
3;inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction;0788;"Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to engineering, manufacturing and construction are classified here.
nan";http://data.europa.eu/esco/isced-f/0788;inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction
2;engineering, manufacturing and construction not elsewhere classified;079;"nan
nan";http://data.europa.eu/esco/isced-f/079;engineering, manufacturing and construction
3;engineering, manufacturing and construction not elsewhere classified;0799;"nan
nan";http://data.europa.eu/esco/isced-f/0799;engineering, manufacturing and construction not elsewhere classified
1;agriculture, forestry, fisheries and veterinary;08;"nan
nan";http://data.europa.eu/esco/isced-f/08;
2;agriculture, forestry, fisheries and veterinary not further defined;080;"nan
nan";http://data.europa.eu/esco/isced-f/080;agriculture, forestry, fisheries and veterinary
3;agriculture, forestry, fisheries and veterinary not further defined;0800;"nan
nan";http://data.europa.eu/esco/isced-f/0800;agriculture, forestry, fisheries and veterinary not further defined
2;agriculture;081;"nan
nan";http://data.europa.eu/esco/isced-f/081;agriculture, forestry, fisheries and veterinary
3;agriculture not further defined;0810;"nan
nan";http://data.europa.eu/esco/isced-f/0810;agriculture
3;crop and livestock production;0811;"Crop and livestock production is the study of growing, maintaining and harvesting crops and pastures, and grazing and managing animals. It includes the study of managing and maintaining farms and producing unprocessed plant and animal products.
Programmes and qualifications with the following main content are classified here:
Agricultural sciences
Agronomy and crop science
Animal husbandry
Crop growing
Dog breeding
Farm and ranch management
Farming
Fruit growing
Grain growing
Horse breeding
Pig farming
Poultry husbandry
Rice farming
Rye and wheat growing
Sheep farming
Soil science
Sugar cane growing
Vegetable planting
Wine growing

=== Inclusions
Study of soil fertility and irrigation techniques are included here.
Study of growing intensively managed crops such as fruit and vegetables is included here.

=== Exclusions
Study of wine production is excluded from this detailed field and is included in detailed field 0721 'Food processing'.
Jockeying is excluded from this detailed field and is included in detailed field 1014 'Sports'
nan";http://data.europa.eu/esco/isced-f/0811;agriculture
3;horticulture;0812;"Horticulture is the study of horticultural technology and management, floriculture, greenhouse methods, nursery management, landscape gardening etc.
Programmes and qualifications with the following main content are classified here:
Floriculture
Gardening
Green keeping
Horticultural techniques
Nursery management
Turf cultivation

=== Inclusions
The laying out and construction of urban and domestic parks and gardens is included here.
Gardening programmes combining floriculture and growing vegetables are included here.

=== Exclusions
Study of growing edible crops (such as wheat, rice, fruit, vegetables etc,) is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
Study of soil science, soil fertility and irrigation techniques is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Study of Landscape architecture is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.
nan";http://data.europa.eu/esco/isced-f/0812;agriculture
3;agriculture not elsewhere classified;0819;"nan
nan";http://data.europa.eu/esco/isced-f/0819;agriculture
2;forestry;082;"nan
nan";http://data.europa.eu/esco/isced-f/082;agriculture, forestry, fisheries and veterinary
3;forestry;0821;"Forestry is the study of establishing, cultivating, harvesting and managing forests. It includes the study of hunting and trapping.
Programmes and qualifications with the following main content are classified here:
Charcoal burning
Forest keeping
Forest product techniques
Forestry
Hunting and trapping
Logging
Tree felling

=== Exclusions
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Timber technology (sawmill production etc) is excluded from this detailed field and included in detailed field 0722 'Materials (glass, paper, plastic and wood)'.
nan";http://data.europa.eu/esco/isced-f/0821;forestry
2;fisheries;083;"nan
nan";http://data.europa.eu/esco/isced-f/083;agriculture, forestry, fisheries and veterinary
3;fisheries;0831;"Fisheries is the study of breeding, rearing and harvesting fish and other seafood.
Programmes and qualifications with the following main content are classified here:
Aquaculture
Fish breeding
Fish farms
Fishery science and technology
Pearl cultivating
Seafood farming
Shellfish breeding

=== Inclusions
Programmes for operating fishing boats are included here.

=== Exclusions
Study of industrial processing of fish is excluded from this detailed field and included in detailed field 0721 'Food processing'.
nan";http://data.europa.eu/esco/isced-f/0831;fisheries
2;veterinary;084;"nan
nan";http://data.europa.eu/esco/isced-f/084;agriculture, forestry, fisheries and veterinary
3;veterinary;0841;"Veterinary is the study of preventing, diagnosing and treating diseases and injuries in animals, and their general care. The study of caring for sick, injured and infirm animals undergoing treatment in veterinary clinics is included. It also includes the study of providing assistance to veterinary scientists.
Programmes and qualifications with the following main content are classified here:
Animal health care
Animal reproduction (science)
Artificial insemination (of animals)
Veterinary assisting
Veterinary medicine
Veterinary nursing
Veterinary science

=== Inclusions
The science of animal reproduction is included here.

=== Exclusions
Study of animal breeding is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
nan";http://data.europa.eu/esco/isced-f/0841;veterinary
2;inter-disciplinary programmes and qualifications involving  agriculture, forestry, fisheries and veterinary;088;"nan
nan";http://data.europa.eu/esco/isced-f/088;agriculture, forestry, fisheries and veterinary
3;inter-disciplinary programmes and qualifications involving  agriculture, forestry, fisheries and veterinary;0888;"Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to agriculture, forestry, fisheries and veterinary are classified here.
nan";http://data.europa.eu/esco/isced-f/0888;inter-disciplinary programmes and qualifications involving  agriculture, forestry, fisheries and veterinary
2;agriculture, forestry, fisheries and veterinary not elsewhere classified;089;"nan
nan";http://data.europa.eu/esco/isced-f/089;agriculture, forestry, fisheries and veterinary
3;agriculture, forestry, fisheries and veterinary not elsewhere classified;0899;"nan
nan";http://data.europa.eu/esco/isced-f/0899;agriculture, forestry, fisheries and veterinary not elsewhere classified
1;health and welfare;09;"nan
nan";http://data.europa.eu/esco/isced-f/09;
2;health and welfare not further defined;090;"nan
nan";http://data.europa.eu/esco/isced-f/090;health and welfare
3;health and welfare not further defined;0900;"nan
nan";http://data.europa.eu/esco/isced-f/0900;health and welfare not further defined
2;health;091;"nan
nan";http://data.europa.eu/esco/isced-f/091;health and welfare
3;health not further defined;0910;"nan
nan";http://data.europa.eu/esco/isced-f/0910;health
3;dental studies;0911;"Dental studies are the study of diagnosing, treating and preventing diseases and abnormalities of the teeth and gums. It includes the study of designing, making and repairing dental prostheses and orthodontic appliances. It also includes the study of providing assistance to dentists.
Programmes and qualifications with the following main content are classified here:
Dental assisting
Dental hygiene
Dental laboratory technology
Dental nursing
Dental science
Dental surgery
Dental technology
Odontology
Oral surgery
Orthodontics

=== Inclusions
Study of public dental health is included here.
nan";http://data.europa.eu/esco/isced-f/0911;health
3;medicine;0912;"Medicine is the study of the principles and procedures used in preventing, diagnosing, caring for and treating illness, disease and injury in humans and the maintenance of general health. Principally, this detailed field consists of training of physicians/doctors.
Programmes and qualifications with the following main content are classified here:
Anaesthetics
Forensic medicine
Forensic pathology
General medicine
Gerontology
Gynaecology
Medical science
Medical training
Medicine
Paediatrics
Psychiatry
Surgery
Training of physicians/doctors
nan";http://data.europa.eu/esco/isced-f/0912;health
3;nursing and midwifery;0913;"Nursing is the study of providing health care for the sick, disabled or infirm and assisting physicians and other medical and health professionals diagnose and treat patients. The focus of qualifications in nursing is maintaining and caring for the health of patients during illness and rehabilitation. It includes health care of old people and health care of the disabled. Midwifery is the study of providing care to childbearing women during pregnancy, labour and birth and during the postpartum period. It also includes caring for the new born and assisting the mother with breast feeding.
Programmes and qualifications with the following main content are classified here:
Assistant nursing
Basic nursing
General nursing
Health care of old people
Heath care of the disabled
Health care programmes
Infant hygiene (nursing)
Midwifery
Nursing aide/Orderly
Psychiatric nursing
Specialised nursing

=== Inclusions
Care programmes comprising both health care and social care e.g. for old people, are included here.

=== Exclusions
Veterinary nursing is excluded from this detailed field and is included in detailed field 0841 'Veterinary'.
Dental nursing is excluded from this detailed field and is included in detailed field 0911 'Dental studies'.
Non-medical care of children (not health care) is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'.
Non-medical care of the elderly (not health care) is excluded from this detailed field and included in detailed field 0921 'Care of the elderly and disabled adults'.
nan";http://data.europa.eu/esco/isced-f/0913;health
3;medical diagnostic and treatment technology;0914;"Medical diagnostic and treatment technology is the study of a wide range of technologies used for diagnosing and treating diseases and handicaps.
Programmes and qualifications with the following main content are classified here:
Ambulance technology
Hearing aid technology
Medical laboratory technology
Optical technology
Prosthetic technology
Radiology technology
Radiotherapy
X-ray technology (medical)

=== Exclusions
Study of laboratory technology is excluded from this detailed field if emphasis is not given to medical laboratory technology. General laboratory technology is included in detailed field 0711 'Chemical engineering and processes'. Laboratory technology where emphasis is given to other specific applications (biology, chemistry, physics etc) is included in the appropriate detailed field (0511, 0531, 0533 etc.).
Study of dental technology is excluded from this detailed field and included in detailed field 0911 'Dental studies'.
nan";http://data.europa.eu/esco/isced-f/0914;health
3;therapy and rehabilitation;0915;"Therapy and rehabilitation is the study of restoring normal physical conditions to those incapacitated by temporary or permanent disability.
Programmes and qualifications with the following main content are classified here:
Dietician programmes
Medical massage
Nutrition/Dietetics
Occupational therapy
Physiotherapy
Rehabilitation
Speech therapy

=== Exclusions
Study of psychotherapy is excluded from this detailed field and included in detailed field 0313 'Psychology'.
Study of nutrition science is excluded from this detailed field and included in narrow field 051 'Biological and related sciences'.
nan";http://data.europa.eu/esco/isced-f/0915;health
3;pharmacy;0916;"Pharmacy is the study of drugs and their effects on humans. It includes their preparation, dispensing and administration.
Programmes and qualifications with the following main content are classified here:
Dispensing pharmacy
Pharmacy

=== Exclusions
Study of pharmacology is excluded from this detailed field and included in detailed field 0511 'Biology'.
nan";http://data.europa.eu/esco/isced-f/0916;health
3;traditional and complementary medicine and therapy;0917;"Traditional and complementary medicine is the study of alternative medicine.
Programmes and qualifications with the following main content are classified here:
Acupuncture and oriental medicine
Aromatherapy
Ayurvedic medicine
Herbalism
Herbology
Holistic medicine
Homeopathic medicine
Traditional medicine, for example Chinese
nan";http://data.europa.eu/esco/isced-f/0917;health
3;health not elsewhere classified;0919;"nan
nan";http://data.europa.eu/esco/isced-f/0919;health
2;welfare;092;"nan
nan";http://data.europa.eu/esco/isced-f/092;health and welfare
3;welfare not further defined;0920;"nan
nan";http://data.europa.eu/esco/isced-f/0920;welfare
3;care of the elderly and of disabled adults;0921;"Care of the elderly and of disabled adults is the study of non-medical care of the elderly and disabled.
Programmes and qualifications with the following main content are classified here:
Care of the elderly
Non-medical care of disabled adults
Personal care of adults

=== Exclusions
Study of health care of the elderly and disabled is excluded from this detailed field and included in detailed field 0913 'Nursing and midwifery'.
nan";http://data.europa.eu/esco/isced-f/0921;welfare
3;child care and youth services;0922;"Child care and youth services are the study of the development and non-medical care of children and youths. It includes the study of recreation and leisure activities as a social service for school children and young adults.
Programmes and qualifications with the following main content are classified here:
Child care
Child recreation programmes
Day care
Non-medical care of disabled children
Youth services
Youth worker programmes

=== Exclusions
Study of early childhood education in pre-schools is excluded from this detailed field and included in detailed field 0112 'Training for pre-school teachers'.
Study of health care of children is excluded from this detailed field and included in detailed field 0913 'Nursing and midwifery'.
nan";http://data.europa.eu/esco/isced-f/0922;welfare
